r,v_obs
0.0,0.6363636363636364
0.010101010101010102,0.6363636363636364
0.020202020202020204,0.6363636363636364
0.030303030303030304,0.6363636363636364
0.04040404040404041,0.683757979973726
0.05050505050505051,0.7431272270332732
0.06060606060606061,0.8024964740928203
0.07070707070707072,0.8418460375833147
0.08080808080808081,0.8676587536961613
0.09090909090909091,0.8934714698090078
0.10101010101010102,0.9172455305556654
0.11111111111111112,0.9378957034459426
0.12121212121212122,0.9585458763362199
0.13131313131313133,0.9767225978796227
0.14141414141414144,0.9845696635779281
0.15151515151515152,0.9924167292762334
0.16161616161616163,1.0
0.17171717171717174,1.0
0.18181818181818182,1.0
0.19191919191919193,1.0
0.20202020202020204,0.9914104068084059
0.21212121212121213,0.9810853203632672
0.22222222222222224,0.9707602339181286
0.23232323232323235,0.9653153984384955
0.24242424242424243,0.9627341268272108
0.25252525252525254,0.9601528552159262
0.26262626262626265,0.9586776859504132
0.27272727272727276,0.9586776859504132
0.2828282828282829,0.9586776859504132
0.29292929292929293,0.9586776859504132
0.30303030303030304,0.9586776859504132
0.31313131313131315,0.9586776859504132
0.32323232323232326,0.9586128795567682
0.33333333333333337,0.9560316079454836
0.3434343434343435,0.953450336334199
0.3535353535353536,0.9508690647229142
0.36363636363636365,0.9504132231404959
0.37373737373737376,0.9504132231404959
0.38383838383838387,0.9504132231404959
0.393939393939394,0.9520394022873362
0.4040404040404041,0.954655090853438
0.4141414141414142,0.9572707794195398
0.42424242424242425,0.9598399763689021
0.43434343434343436,0.9623550615286153
0.4444444444444445,0.9648701466883285
0.4545454545454546,0.9669421487603306
0.4646464646464647,0.9669421487603306
0.4747474747474748,0.9669421487603306
0.48484848484848486,0.9670978266019589
0.494949494949495,0.9697488623108458
0.5050505050505051,0.9723998980197327
0.5151515151515152,0.9750509337286197
0.5252525252525253,0.9727112537029892
0.5353535353535354,0.9700602179941022
0.5454545454545455,0.9674091822852153
0.5555555555555556,0.9650181468363286
0.5656565656565657,0.9626827106165949
0.5757575757575758,0.9603472743968612
0.5858585858585859,0.957921858748305
0.595959595959596,0.9552708230394181
0.6060606060606061,0.9526197873305312
0.6161616161616162,0.9513021661781993
0.6262626262626263,0.9566042375959732
0.6363636363636365,0.9619063090137471
0.6464646464646465,0.9668072094201382
0.6565656565656566,0.9641198581535952
0.6666666666666667,0.9614325068870524
0.6767676767676768,0.9587451556205094
0.686868686868687,0.9560932081593239
0.696969696969697,0.9534421724504369
0.7070707070707072,0.95079113674155
0.7171717171717172,0.9504132231404959
0.7272727272727273,0.9504132231404959
0.7373737373737375,0.9504132231404959
0.7474747474747475,0.9504132231404959
0.7575757575757577,0.9504132231404959
0.7676767676767677,0.9504132231404959
0.7777777777777778,0.9498796316978135
0.787878787878788,0.9472285959889266
0.797979797979798,0.9445775602800396
0.8080808080808082,0.9423709960900044
0.8181818181818182,0.9450220317988913
0.8282828282828284,0.9476730675077784
0.8383838383838385,0.9503241032166653
0.8484848484848485,0.9478513073554397
0.8585858585858587,0.9452002716465526
0.8686868686868687,0.9425492359376656
0.8787878787878789,0.9461140328908925
0.888888888888889,0.9507849053303599
0.8989898989898991,0.9554557777698274
0.9090909090909092,0.9578553008305074
0.9191919191919192,0.9552042651216205
0.9292929292929294,0.9525532294127336
0.9393939393939394,0.9519673126601691
0.9494949494949496,0.9600293664597979
0.9595959595959597,0.9680914202594266
0.9696969696969697,0.9742725445204784
0.9797979797979799,0.9663194373938175
0.98989898989899,0.9583663302671568
1.0,0.9504132231404959
