r,v_obs
0.0,0.2037037037037037
0.010101010101010102,0.2037037037037037
0.020202020202020204,0.2570145903479237
0.030303030303030304,0.4040404040404041
0.04040404040404041,0.60662177328844
0.05050505050505051,0.6795735129068463
0.06060606060606061,0.7154882154882155
0.07070707070707072,0.8031705948372616
0.08080808080808081,0.8834175084175084
0.09090909090909091,0.9053030303030303
0.10101010101010102,0.9271885521885522
0.11111111111111112,0.9706790123456791
0.12121212121212122,0.9928451178451179
0.13131313131313133,0.9953703703703703
0.14141414141414144,0.9955106621773289
0.15151515151515152,0.9991582491582491
0.16161616161616163,0.998129442573887
0.17171717171717174,0.9956977179199401
0.18181818181818182,0.9932659932659932
0.19191919191919193,0.9908342686120464
0.20202020202020204,0.9860643471754582
0.21212121212121213,0.9812008978675645
0.22222222222222224,0.9763374485596708
0.23232323232323235,0.9712869435091657
0.24242424242424243,0.9652076318742985
0.25252525252525254,0.9591283202394313
0.26262626262626265,0.9530490086045641
0.27272727272727276,0.9482323232323232
0.2828282828282829,0.9458005985783763
0.29292929292929293,0.9433688739244295
0.30303030303030304,0.9409371492704826
0.31313131313131315,0.9385054246165356
0.32323232323232326,0.9360736999625888
0.33333333333333337,0.933641975308642
0.3434343434343435,0.9312102506546951
0.3535353535353536,0.9305555555555556
0.36363636363636365,0.9305555555555556
0.37373737373737376,0.9305555555555556
0.38383838383838387,0.9305555555555556
0.393939393939394,0.92831088664422
0.4040404040404041,0.9258791619902731
0.4141414141414142,0.9234474373363262
0.42424242424242425,0.9210157126823794
0.43434343434343436,0.9185839880284324
0.4444444444444445,0.9161522633744856
0.4545454545454546,0.9137205387205387
0.4646464646464647,0.9116629255518145
0.4747474747474748,0.910447063224841
0.48484848484848486,0.9092312008978676
0.494949494949495,0.9080153385708941
0.5050505050505051,0.9055836139169473
0.5151515151515152,0.9019360269360269
0.5252525252525253,0.8982884399551065
0.5353535353535354,0.8946408529741863
0.5454545454545455,0.8909932659932659
0.5555555555555556,0.8873456790123456
0.5656565656565657,0.8836980920314254
0.5757575757575758,0.8800505050505051
0.5858585858585859,0.8774784885895996
0.595959595959596,0.8750467639356528
0.6060606060606061,0.8726150392817059
0.6161616161616162,0.8702768424990647
0.6262626262626263,0.8690609801720912
0.6363636363636365,0.8678451178451178
0.6464646464646465,0.8666292555181444
0.6565656565656566,0.8660680882903105
0.6666666666666667,0.8672839506172839
0.6767676767676768,0.8684998129442574
0.686868686868687,0.8697156752712308
0.696969696969697,0.8692480359147026
0.7070707070707072,0.8668163112607556
0.7171717171717172,0.8643845866068088
0.7272727272727273,0.861952861952862
0.7373737373737375,0.8603161242050131
0.7474747474747475,0.8591002618780397
0.7575757575757577,0.8578843995510662
0.7676767676767677,0.8566685372240928
0.7777777777777778,0.8564814814814815
0.787878787878788,0.8564814814814815
0.797979797979798,0.8564814814814815
0.8080808080808082,0.8562944257388702
0.8181818181818182,0.8514309764309764
0.8282828282828284,0.8465675271230826
0.8383838383838385,0.8417040778151889
0.8484848484848485,0.837121212121212
0.8585858585858587,0.8334736251402917
0.8686868686868687,0.8298260381593714
0.8787878787878789,0.8261784511784511
0.888888888888889,0.823559670781893
0.8989898989898991,0.8223438084549195
0.9090909090909092,0.821127946127946
0.9191919191919192,0.8199120838009727
0.9292929292929294,0.8231855592966705
0.9393939393939394,0.8292648709315377
0.9494949494949496,0.8353441825664049
0.9595959595959597,0.841423494201272
0.9696969696969697,0.8406285072951739
0.9797979797979799,0.8381967826412271
0.98989898989899,0.8357650579872802
1.0,0.8333333333333334
