r,v_obs
0.0,0.6067961165048543
0.010101010101010102,0.6067961165048543
0.020202020202020204,0.7036417780982256
0.030303030303030304,0.8102665167434419
0.04040404040404041,0.8687600744212258
0.05050505050505051,0.9253115042120923
0.06060606060606061,0.9339368605145304
0.07070707070707072,0.9283481609476414
0.08080808080808081,0.9260311587748747
0.09090909090909091,0.944365183958215
0.10101010101010102,0.9661869504102515
0.11111111111111112,0.982200647249191
0.12121212121212122,0.9902912621359223
0.13131313131313133,0.9902912621359223
0.14141414141414144,0.9974703814310145
0.15151515151515152,1.0
0.16161616161616163,1.0
0.17171717171717174,1.0
0.18181818181818182,1.0
0.19191919191919193,1.0
0.20202020202020204,1.0
0.21212121212121213,1.0
0.22222222222222224,1.0
0.23232323232323235,1.0
0.24242424242424243,1.0
0.25252525252525254,1.0
0.26262626262626265,0.9998147226285768
0.27272727272727276,0.997036071060998
0.2828282828282829,0.9942574194934191
0.29292929292929293,0.9914787679258402
0.30303030303030304,0.9887001163582613
0.31313131313131315,0.9859214647906824
0.32323232323232326,0.9831348476676146
0.33333333333333337,0.980346548004315
0.3434343434343435,0.9775582483410153
0.3535353535353536,0.9747699486777157
0.36363636363636365,0.971981649014416
0.37373737373737376,0.967524541616657
0.38383838383838387,0.9619672384814992
0.393939393939394,0.9564099353463414
0.4040404040404041,0.9508526322111837
0.4141414141414142,0.9452953290760258
0.42424242424242425,0.939738025940868
0.43434343434343436,0.9341807228057102
0.4444444444444445,0.9286234196705524
0.4545454545454546,0.9230661165353946
0.4646464646464647,0.9175088134002368
0.4747474747474748,0.912174793251153
0.48484848484848486,0.9084699244943811
0.494949494949495,0.9047650557376092
0.5050505050505051,0.9010601869808373
0.5151515151515152,0.8973553182240654
0.5252525252525253,0.8936504494672937
0.5353535353535354,0.891569075327166
0.5454545454545455,0.8897102088849662
0.5555555555555556,0.8878513424427664
0.5656565656565657,0.8859924760005666
0.5757575757575758,0.8841336095583668
0.5858585858585859,0.8822789659622394
0.595959595959596,0.8804265315838534
0.6060606060606061,0.8785740972054675
0.6161616161616162,0.8767216628270815
0.6262626262626263,0.8748692284486956
0.6363636363636365,0.8741712146153305
0.6464646464646465,0.8750974318045235
0.6565656565656566,0.8760236489937165
0.6666666666666667,0.8769498661829095
0.6767676767676768,0.8778760833721025
0.686868686868687,0.8784792528367629
0.696969696969697,0.8775530356475699
0.7070707070707072,0.8766268184583769
0.7171717171717172,0.8757006012691839
0.7272727272727273,0.8747743840799909
0.7373737373737375,0.8738481668907979
0.7474747474747475,0.8729189481111002
0.7575757575757577,0.8719895148900002
0.7676767676767677,0.8710600816689004
0.7777777777777778,0.8701306484478005
0.787878787878788,0.8692012152267006
0.797979797979798,0.8689320388349514
0.8080808080808082,0.8689320388349514
0.8181818181818182,0.8689320388349514
0.8282828282828284,0.8689320388349514
0.8383838383838385,0.8689320388349514
0.8484848484848485,0.8689320388349514
0.8585858585858587,0.8689320388349514
0.8686868686868687,0.8689320388349514
0.8787878787878789,0.8689320388349514
0.888888888888889,0.8689320388349514
0.8989898989898991,0.8666992089742114
0.9090909090909092,0.8620681230282465
0.9191919191919192,0.8574370370822817
0.9292929292929294,0.8528059511363169
0.9393939393939394,0.848174865190352
0.9494949494949496,0.8442136282026093
0.9595959595959597,0.8423611938242233
0.9696969696969697,0.8405087594458374
0.9797979797979799,0.8386563250674515
0.98989898989899,0.8368038906890655
1.0,0.8349514563106796
