r,v_obs
0.0,0.1554140127388535
0.010101010101010102,0.20253329473074694
0.020202020202020204,0.2867657466383581
0.030303030303030304,0.38369625613400943
0.04040404040404041,0.4657878546612623
0.05050505050505051,0.5208534907322662
0.06060606060606061,0.5751236489094769
0.07070707070707072,0.6324889017564177
0.08080808080808081,0.6842432959137295
0.09090909090909091,0.7322669368847712
0.10101010101010102,0.7561291353995465
0.11111111111111112,0.8164232559137018
0.12121212121212122,0.8486965400875407
0.13131313131313133,0.8731060606060607
0.14141414141414144,0.8968745552416659
0.15151515151515152,0.9146820578914271
0.16161616161616163,0.9303525308984818
0.17171717171717174,0.9332464118633363
0.18181818181818182,0.9361402928281909
0.19191919191919193,0.9389796049668662
0.20202020202020204,0.9418156083124236
0.21212121212121213,0.950580968924918
0.22222222222222224,0.961924982307148
0.23232323232323235,0.971989963327543
0.24242424242424243,0.9804979733642154
0.25252525252525254,0.9878370002605357
0.26262626262626265,0.990644924365048
0.27272727272727276,0.9934528484695604
0.2828282828282829,0.9949588239078685
0.29292929292929293,0.9963768255806472
0.30303030303030304,0.9977948272534259
0.31313131313131315,0.9992128289262047
0.32323232323232326,0.9975016609941249
0.33333333333333337,0.9918858127851001
0.3434343434343435,0.9862699645760754
0.3535353535353536,0.9806541163670507
0.36363636363636365,0.975038268158026
0.37373737373737376,0.9745222929936306
0.38383838383838387,0.9745222929936306
0.393939393939394,0.9745222929936306
0.4040404040404041,0.9745222929936306
0.4141414141414142,0.974938142036072
0.42424242424242425,0.9764152271118832
0.43434343434343436,0.9778923121876943
0.4444444444444445,0.9793693972635056
0.4545454545454546,0.9808464823393167
0.4646464646464647,0.9795636291528473
0.4747474747474748,0.9781935792274572
0.48484848484848486,0.9768235293020671
0.494949494949495,0.975453479376677
0.5050505050505051,0.9730954120522933
0.5151515151515152,0.9686409565357109
0.5252525252525253,0.9641865010191285
0.5353535353535354,0.9597320455025461
0.5454545454545455,0.9553720534058391
0.5555555555555556,0.954002003480449
0.5656565656565657,0.9526319535550589
0.5757575757575758,0.9512619036296688
0.5858585858585859,0.9498918537042788
0.595959595959596,0.9485192660011781
0.6060606060606061,0.9471425653479948
0.6161616161616162,0.9457658646948116
0.6262626262626263,0.9443891640416283
0.6363636363636365,0.9430124633884451
0.6464646464646465,0.9404447875785455
0.6565656565656566,0.9374906174269232
0.6666666666666667,0.9345364472753008
0.6767676767676768,0.9315822771236784
0.686868686868687,0.9305459517567612
0.696969696969697,0.9319226524099445
0.7070707070707072,0.9332993530631277
0.7171717171717172,0.934676053716311
0.7272727272727273,0.9360527543694942
0.7373737373737375,0.9375113931244504
0.7474747474747475,0.9389884782002617
0.7575757575757577,0.9404655632760729
0.7676767676767677,0.941942648351884
0.7777777777777778,0.9426751592356688
0.787878787878788,0.9426751592356688
0.797979797979798,0.9426751592356688
0.8080808080808082,0.9426751592356688
0.8181818181818182,0.9426751592356688
0.8282828282828284,0.9438773718290011
0.8383838383838385,0.9452474217543912
0.8484848484848485,0.9466174716797813
0.8585858585858587,0.9479875216051714
0.8686868686868687,0.949383790214817
0.8787878787878789,0.9508686087203445
0.888888888888889,0.952353427225872
0.8989898989898991,0.9538382457313994
0.9090909090909092,0.9553230642369269
0.9191919191919192,0.9554140127388535
0.9292929292929294,0.9554140127388535
0.9393939393939394,0.9554140127388535
0.9494949494949496,0.9554140127388535
0.9595959595959597,0.9549838600093711
0.9696969696969697,0.9534990415038436
0.9797979797979799,0.9520142229983161
0.98989898989899,0.9505294044927887
1.0,0.9490445859872612
